,id,address,area,bedrooms,bike_score,transit_score,walk_score,datetime,distance_to_nearest_intersection,has_image,has_map,name,price,side_of_street,url,longitude,latitude,includes_area,advertises_no_fee,is_repost,postal_code,neighborhood,borough
33,56570,213 E 12th St,,,93.0,,100.0,2019-06-24 15:37:00+00:00,111.3823,True,True,★★INCREDIBLE EAST VILLAGE STUDIO APARTMENT★★,1833,L,https://newyork.craigslist.org/mnh/nfb/d/new-york-city-incredible-east-village/6919215788.html,40.731534,-73.987094,False,False,False,10003,Lower East Side,Manhattan
34,56627,64 3rd Ave,850.0,2.0,93.0,,100.0,2019-06-24 15:19:00+00:00,25.4789,True,True,"GREAT 2 BEDROOM/1.5 BATH W/ LARGE EXPOSURE, NO FEE & OPEN KITCHEN!!",3500,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-great-2-bedroom-15-bath/6897321598.html,40.731300,-73.989200,True,True,True,10003,Lower East Side,Manhattan
35,56662,135 1st Ave,,,95.0,,100.0,2019-06-24 16:32:00+00:00,0.5420,True,True,"St Mark’s Place! Exposed Bricks! Large Studio, Elevator bldg.!",2795,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-st-marks-place-exposed/6904579949.html,40.727599,-73.985307,False,False,False,10003,Lower East Side,Manhattan
36,57093,64 3rd Ave,1000.0,3.0,93.0,,100.0,2019-06-24 20:22:00+00:00,25.4789,True,True,"*No Fee* Great Location! Your next Apartment! W/D, D/W",5775,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-great-location/6914153214.html,40.731300,-73.989200,True,True,False,10003,Lower East Side,Manhattan
37,57138,329 2nd Ave,,2.0,92.0,,99.0,2019-06-24 21:28:00+00:00,0.0000,True,True,"2 BEDROOM, LIVING ROOM, PRE-WAR, PRIME GRAMERCY",2950,L,https://newyork.craigslist.org/mnh/fee/d/new-york-city-2-bedroom-living-room-pre/6919559839.html,40.735356,-73.982749,False,False,False,10003,Lower East Side,Manhattan
38,57226,64 3rd Ave,,1.0,93.0,,100.0,2019-06-24 22:33:00+00:00,25.4789,True,True,"*NO FEE! Second Ave! Exposed Bricks, D/W, W/D, S/S appl.!",3529,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-second-ave-exposed/6915097094.html,40.731300,-73.989200,False,True,False,10003,Lower East Side,Manhattan
39,57318,64 3rd Ave,,1.0,93.0,,100.0,2019-06-24 23:20:00+00:00,25.4789,True,True,"Great Deal!!! NO FEE!!! 1 bed, W/D unit, newly renovated",2895,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-great-deal-no-fee-1-bed-d/6916770875.html,40.731300,-73.989200,False,True,False,10003,Lower East Side,Manhattan
40,57321,64 3rd Ave,,3.0,93.0,,100.0,2019-06-24 23:18:00+00:00,25.4789,True,True,++++ 6TH AVE ____ REAL/TRUE  3BDS/ 2 BATHS ___ W.D,7400,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-6th-ave-real-true-3bds-2/6914376532.html,40.731300,-73.989200,False,False,True,10003,Lower East Side,Manhattan
41,57519,398 E 15th St,,3.0,93.0,100.0,99.0,2019-06-25 01:07:00+00:00,0.0000,True,True,NO FEE * LUX UNIT * FREE GYM * ROOF DECK,4800,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-lux-unit-free-gym/6900897064.html,40.731974,-73.982062,False,True,True,10003,Lower East Side,Manhattan
42,57520,348 E 15th St,,2.0,93.0,100.0,100.0,2019-06-25 01:07:00+00:00,64.3878,True,True,NO FEE * LUX UNIT * FREE GYM * ROOF DECK,3700,R,https://newyork.craigslist.org/mnh/abo/d/new-york-city-no-fee-lux-unit-free-gym/6907136904.html,40.731974,-73.982792,False,True,True,10003,Lower East Side,Manhattan
43,57616,64 3rd Ave,1200.0,3.0,93.0,100.0,100.0,2019-06-25 01:58:00+00:00,25.4789,True,True,"ELEVATOR/LAUNDRY BLDG,WEST 44 STREET/9TH AVE,REAL DEAL",4100,L,https://newyork.craigslist.org/mnh/abo/d/new-york-city-elevator-laundry-bldgwest/6911006154.html,40.731300,-73.989200,True,False,True,10003,Lower East Side,Manhattan
